Genre,imdbID,Language,Title,Released
Thriller,tt0365737,en,Syriana,2005-11-23
Action,tt0086216,en,Rumble Fish,1983-10-20
Crime,tt0086216,en,Rumble Fish,1983-10-20
Drama,tt0086216,en,Rumble Fish,1983-10-20
Drama,tt0080117,en,The Wanderers,1979-07-13
Drama,tt0010323,de,Das Cabinet des Dr. Caligari,1920-02-27
Horror,tt0010323,de,Das Cabinet des Dr. Caligari,1920-02-27
Thriller,tt0010323,de,Das Cabinet des Dr. Caligari,1920-02-27
Crime,tt0010323,de,Das Cabinet des Dr. Caligari,1920-02-27
Crime,tt0092005,en,Stand by Me,1986-08-08
Drama,tt0092005,en,Stand by Me,1986-08-08
Comedy,tt0110598,en,Muriel's Wedding,1994-09-29
Drama,tt0110598,en,Muriel's Wedding,1994-09-29
Romance,tt0110598,en,Muriel's Wedding,1994-09-29
Drama,tt0289635,en,Young Adam,2003-09-26
Thriller,tt0289635,en,Young Adam,2003-09-26
Crime,tt0289635,en,Young Adam,2003-09-26
Romance,tt0289635,en,Young Adam,2003-09-26
Drama,tt0068646,en,The Godfather,1972-03-14
Crime,tt0068646,en,The Godfather,1972-03-14
Comedy,tt0053291,en,Some Like It Hot,1959-03-19
Music,tt0053291,en,Some Like It Hot,1959-03-19
Romance,tt0053291,en,Some Like It Hot,1959-03-19
Crime,tt0053291,en,Some Like It Hot,1959-03-19
Drama,tt0071562,en,The Godfather Part II,1974-12-20
Crime,tt0071562,en,The Godfather Part II,1974-12-20
Crime,tt0110632,en,Natural Born Killers,1994-08-25
Thriller,tt0110632,en,Natural Born Killers,1994-08-25
Drama,tt0110632,en,Natural Born Killers,1994-08-25
Crime,tt0099674,en,The Godfather Part III,1990-12-25
Drama,tt0099674,en,The Godfather Part III,1990-12-25
Thriller,tt0099674,en,The Godfather Part III,1990-12-25
Drama,tt0146882,en,High Fidelity,2000-03-17
Comedy,tt0146882,en,High Fidelity,2000-03-17
Romance,tt0146882,en,High Fidelity,2000-03-17
Music,tt0146882,en,High Fidelity,2000-03-17
Adventure,tt0024216,en,King Kong,1933-03-15
Fantasy,tt0024216,en,King Kong,1933-03-15
Horror,tt0024216,en,King Kong,1933-03-15
Drama,tt0276751,en,About a Boy,2002-04-26
Comedy,tt0276751,en,About a Boy,2002-04-26
Romance,tt0276751,en,About a Boy,2002-04-26
Adventure,tt0363226,ja,座頭市,2003-09-06
Drama,tt0363226,ja,座頭市,2003-09-06
Action,tt0363226,ja,座頭市,2003-09-06
Crime,tt0049406,en,The Killing,1956-06-06
Drama,tt0049406,en,The Killing,1956-06-06
Thriller,tt0049406,en,The Killing,1956-06-06
Comedy,tt0055312,en,Pocketful of Miracles,1961-12-18
Drama,tt0055312,en,Pocketful of Miracles,1961-12-18
Comedy,tt0098621,en,The War of the Roses,1989-12-08
Drama,tt0098621,en,The War of the Roses,1989-12-08
Action,tt0180748,da,I Kina spiser de hunde,1999-09-10
Comedy,tt0180748,da,I Kina spiser de hunde,1999-09-10
Crime,tt0180748,da,I Kina spiser de hunde,1999-09-10
Fantasy,tt0099653,en,Ghost,1990-07-12
Drama,tt0099653,en,Ghost,1990-07-12
Thriller,tt0099653,en,Ghost,1990-07-12
Mystery,tt0099653,en,Ghost,1990-07-12
Romance,tt0099653,en,Ghost,1990-07-12
Family,tt0067992,en,Willy Wonka & the Chocolate Factory,1971-06-29
Fantasy,tt0067992,en,Willy Wonka & the Chocolate Factory,1971-06-29
Comedy,tt0067992,en,Willy Wonka & the Chocolate Factory,1971-06-29
Adventure,tt0070328,en,Live and Let Die,1973-07-05
Action,tt0070328,en,Live and Let Die,1973-07-05
Thriller,tt0070328,en,Live and Let Die,1973-07-05
Adventure,tt0360717,en,King Kong,2005-12-12
Drama,tt0360717,en,King Kong,2005-12-12
Action,tt0360717,en,King Kong,2005-12-12
Comedy,tt0062695,fr,Baisers volés,1968-09-04
Drama,tt0062695,fr,Baisers volés,1968-09-04
Romance,tt0062695,fr,Baisers volés,1968-09-04
Comedy,tt1180329,fr,Antoine et Colette,1962-06-22
Drama,tt1180329,fr,Antoine et Colette,1962-06-22
Romance,tt1180329,fr,Antoine et Colette,1962-06-22
Crime,tt0380599,en,Oliver Twist,2005-09-23
Drama,tt0380599,en,Oliver Twist,2005-09-23
Family,tt0380599,en,Oliver Twist,2005-09-23
Comedy,tt0065651,fr,Domicile conjugal,1970-09-09
Drama,tt0065651,fr,Domicile conjugal,1970-09-09
Romance,tt0065651,fr,Domicile conjugal,1970-09-09
Comedy,tt0078771,fr,L'Amour en fuite,1979-01-24
Drama,tt0078771,fr,L'Amour en fuite,1979-01-24
Romance,tt0078771,fr,L'Amour en fuite,1979-01-24
Mystery,tt0026029,en,The 39 Steps,1935-06-06
Thriller,tt0026029,en,The 39 Steps,1935-06-06
Drama,tt0051459,en,Cat on a Hot Tin Roof,1958-08-29
Drama,tt0085794,en,The King of Comedy,1982-12-18
Comedy,tt0085794,en,The King of Comedy,1982-12-18
Drama,tt0082661,de,Lili Marleen,1981-01-14
Romance,tt0082661,de,Lili Marleen,1981-01-14
Drama,tt0057345,fr,Le Mépris,1963-10-29
Drama,tt0118819,es,Carne trémula,1997-10-10
Thriller,tt0118819,es,Carne trémula,1997-10-10
Romance,tt0118819,es,Carne trémula,1997-10-10
Fantasy,tt0096895,en,Batman,1989-06-23
Action,tt0096895,en,Batman,1989-06-23
Crime,tt0096895,en,Batman,1989-06-23
Drama,tt0053472,fr,À bout de souffle,1960-03-16
Crime,tt0053472,fr,À bout de souffle,1960-03-16
Comedy,tt0997275,de,Wir sagen Du! Schatz.,2007-11-01
Drama,tt0997275,de,Wir sagen Du! Schatz.,2007-11-01
Fantasy,tt0997275,de,Wir sagen Du! Schatz.,2007-11-01
Adventure,tt0088015,sv,Ronja Rövardotter,1984-12-14
Drama,tt0088015,sv,Ronja Rövardotter,1984-12-14
Fantasy,tt0088015,sv,Ronja Rövardotter,1984-12-14
Family,tt0088015,sv,Ronja Rövardotter,1984-12-14
Action,tt0372784,en,Batman Begins,2005-06-10
Crime,tt0372784,en,Batman Begins,2005-06-10
Drama,tt0372784,en,Batman Begins,2005-06-10
Drama,tt0276617,de,Das weisse Rauschen,2001-12-31
Crime,tt0102926,en,The Silence of the Lambs,1991-02-14
Drama,tt0102926,en,The Silence of the Lambs,1991-02-14
Thriller,tt0102926,en,The Silence of the Lambs,1991-02-14
Crime,tt0116282,en,Fargo,1996-03-08
Drama,tt0116282,en,Fargo,1996-03-08
Thriller,tt0116282,en,Fargo,1996-03-08
Drama,tt0408777,de,Die fetten Jahre sind vorbei,2004-10-25
Comedy,tt0408777,de,Die fetten Jahre sind vorbei,2004-10-25
Fantasy,tt0320691,en,Underworld,2003-09-19
Action,tt0320691,en,Underworld,2003-09-19
Thriller,tt0320691,en,Underworld,2003-09-19
Drama,tt0111161,en,The Shawshank Redemption,1994-09-23
Crime,tt0111161,en,The Shawshank Redemption,1994-09-23
History,tt0086879,en,Amadeus,1984-09-19
Music,tt0086879,en,Amadeus,1984-09-19
Drama,tt0086879,en,Amadeus,1984-09-19
Action,tt0103064,en,Terminator 2: Judgment Day,1991-07-03
Thriller,tt0103064,en,Terminator 2: Judgment Day,1991-07-03
Science Fiction,tt0103064,en,Terminator 2: Judgment Day,1991-07-03
Crime,tt0114558,en,Strange Days,1995-10-13
Drama,tt0114558,en,Strange Days,1995-10-13
Science Fiction,tt0114558,en,Strange Days,1995-10-13
Thriller,tt0114558,en,Strange Days,1995-10-13
Comedy,tt0053604,en,The Apartment,1960-06-21
Drama,tt0053604,en,The Apartment,1960-06-21
Romance,tt0053604,en,The Apartment,1960-06-21
Adventure,tt0449088,en,Pirates of the Caribbean: At World's End,2007-05-19
Fantasy,tt0449088,en,Pirates of the Caribbean: At World's End,2007-05-19
Action,tt0449088,en,Pirates of the Caribbean: At World's End,2007-05-19
Documentary,tt0853060,de,Deutschland. Ein Sommermärchen,2006-10-03
Comedy,tt0094812,en,Bull Durham,1988-06-15
Romance,tt0094812,en,Bull Durham,1988-06-15
Western,tt0044706,en,High Noon,1952-06-09
Drama,tt0044706,en,High Noon,1952-06-09
Drama,tt0034583,en,Casablanca,1942-11-26
Romance,tt0034583,en,Casablanca,1942-11-26
Comedy,tt0101410,en,Barton Fink,1991-08-01
Drama,tt0101410,en,Barton Fink,1991-08-01
Thriller,tt0101410,en,Barton Fink,1991-08-01
Mystery,tt0101410,en,Barton Fink,1991-08-01
Documentary,tt0389326,en,Riding Giants,2004-07-09
Comedy,tt0425598,en,Dave Chappelle's Block Party,2005-09-12
Documentary,tt0425598,en,Dave Chappelle's Block Party,2005-09-12
Music,tt0425598,en,Dave Chappelle's Block Party,2005-09-12
Drama,tt0105265,en,A River Runs Through It,1992-10-09
Family,tt0105265,en,A River Runs Through It,1992-10-09
Drama,tt0089015,en,Desert Hearts,1985-10-01
Romance,tt0089015,en,Desert Hearts,1985-10-01
Action,tt0181852,en,Terminator 3: Rise of the Machines,2003-07-02
Thriller,tt0181852,en,Terminator 3: Rise of the Machines,2003-07-02
Science Fiction,tt0181852,en,Terminator 3: Rise of the Machines,2003-07-02
Fantasy,tt0119643,en,Meet Joe Black,1998-11-12
Drama,tt0119643,en,Meet Joe Black,1998-11-12
Romance,tt0119643,en,Meet Joe Black,1998-11-12
Crime,tt0496806,en,Ocean's Thirteen,2007-06-06
Thriller,tt0496806,en,Ocean's Thirteen,2007-06-06
Crime,tt0054135,en,Ocean's Eleven,1960-08-10
Comedy,tt0054135,en,Ocean's Eleven,1960-08-10
Music,tt0054135,en,Ocean's Eleven,1960-08-10
Comedy,tt0354899,fr,La Science des rêves,2006-02-11
Drama,tt0354899,fr,La Science des rêves,2006-02-11
Fantasy,tt0354899,fr,La Science des rêves,2006-02-11
Western,tt0053221,en,Rio Bravo,1959-03-17
Crime,tt0324133,en,Swimming Pool,2003-05-21
Thriller,tt0324133,en,Swimming Pool,2003-05-21
Thriller,tt0038787,en,Notorious,1946-08-21
Romance,tt0038787,en,Notorious,1946-08-21
Mystery,tt0038787,en,Notorious,1946-08-21
Action,tt0109254,en,Beverly Hills Cop III,1994-05-24
Comedy,tt0109254,en,Beverly Hills Cop III,1994-05-24
Crime,tt0109254,en,Beverly Hills Cop III,1994-05-24
Drama,tt0038890,it,Roma città aperta,1945-10-08
History,tt0038890,it,Roma città aperta,1945-10-08
War,tt0038890,it,Roma città aperta,1945-10-08
Comedy,tt0412019,en,Broken Flowers,2005-08-05
Drama,tt0412019,en,Broken Flowers,2005-08-05
Mystery,tt0412019,en,Broken Flowers,2005-08-05
Romance,tt0412019,en,Broken Flowers,2005-08-05
Drama,tt0154420,da,Festen,1998-06-19
Fantasy,tt0315327,en,Bruce Almighty,2003-05-23
Comedy,tt0315327,en,Bruce Almighty,2003-05-23
Drama,tt0087843,en,Once Upon a Time in America,1984-05-23
Crime,tt0087843,en,Once Upon a Time in America,1984-05-23
Drama,tt0116692,de,Jenseits der Stille,1996-12-18
Music,tt0116692,de,Jenseits der Stille,1996-12-18
Romance,tt0448124,en,Snow Cake,2006-09-08
Drama,tt0448124,en,Snow Cake,2006-09-08
Action,tt0327554,en,Catwoman,2004-07-22
Fantasy,tt0327554,en,Catwoman,2004-07-22
Mystery,tt0327554,en,Catwoman,2004-07-22
Crime,tt0327554,en,Catwoman,2004-07-22
Action,tt0059170,en,"Faster, Pussycat! Kill! Kill!",1965-08-06
Crime,tt0059170,en,"Faster, Pussycat! Kill! Kill!",1965-08-06
Comedy,tt0059170,en,"Faster, Pussycat! Kill! Kill!",1965-08-06
Comedy,tt0304126,de,Halbe Treppe,2002-02-12
Drama,tt0304126,de,Halbe Treppe,2002-02-12
Drama,tt0464029,bs,Grbavica,2006-03-01
History,tt0464029,bs,Grbavica,2006-03-01
Drama,tt0120753,en,The Million Dollar Hotel,2000-02-09
Thriller,tt0120753,en,The Million Dollar Hotel,2000-02-09
Action,tt0108399,en,True Romance,1993-09-09
Crime,tt0108399,en,True Romance,1993-09-09
Romance,tt0108399,en,True Romance,1993-09-09
Crime,tt0278504,en,Insomnia,2002-05-24
Mystery,tt0278504,en,Insomnia,2002-05-24
Thriller,tt0278504,en,Insomnia,2002-05-24
Comedy,tt0330602,en,Mambo Italiano,2003-06-06
Romance,tt0330602,en,Mambo Italiano,2003-06-06
Thriller,tt0327056,en,Mystic River,2003-03-03
Crime,tt0327056,en,Mystic River,2003-03-03
Drama,tt0327056,en,Mystic River,2003-03-03
Mystery,tt0327056,en,Mystic River,2003-03-03
Action,tt0417148,en,Snakes on a Plane,2006-08-17
Crime,tt0417148,en,Snakes on a Plane,2006-08-17
Thriller,tt0417148,en,Snakes on a Plane,2006-08-17
Adventure,tt0417148,en,Snakes on a Plane,2006-08-17
Crime,tt0222851,en,Brother,2000-12-13
Drama,tt0222851,en,Brother,2000-12-13
Thriller,tt0222851,en,Brother,2000-12-13
Adventure,tt0107290,en,Jurassic Park,1993-06-11
Science Fiction,tt0107290,en,Jurassic Park,1993-06-11
Adventure,tt0119567,en,The Lost World: Jurassic Park,1997-05-23
Action,tt0119567,en,The Lost World: Jurassic Park,1997-05-23
Science Fiction,tt0119567,en,The Lost World: Jurassic Park,1997-05-23
Adventure,tt0163025,en,Jurassic Park III,2001-07-18
Action,tt0163025,en,Jurassic Park III,2001-07-18
Thriller,tt0163025,en,Jurassic Park III,2001-07-18
Science Fiction,tt0163025,en,Jurassic Park III,2001-07-18
Action,tt0141369,en,Inspector Gadget,1999-07-23
Adventure,tt0141369,en,Inspector Gadget,1999-07-23
Comedy,tt0141369,en,Inspector Gadget,1999-07-23
Family,tt0141369,en,Inspector Gadget,1999-07-23
Comedy,tt0303785,en,Bollywood/Hollywood,2002-10-25
Drama,tt0303785,en,Bollywood/Hollywood,2002-10-25
Music,tt0303785,en,Bollywood/Hollywood,2002-10-25
Romance,tt0303785,en,Bollywood/Hollywood,2002-10-25
Drama,tt0175880,en,Magnolia,1999-12-10
Drama,tt0064116,it,C'era una volta il West,1968-12-21
Western,tt0064116,it,C'era una volta il West,1968-12-21
Western,tt0067140,it,Giù la testa,1971-10-20
Drama,tt0329388,fr,Monsieur Ibrahim et les Fleurs du Coran,2003-09-17
Comedy,tt0301357,de,"Good Bye, Lenin!",2003-02-13
Drama,tt0301357,de,"Good Bye, Lenin!",2003-02-13
Comedy,tt0102536,en,Night on Earth,1991-12-12
Drama,tt0102536,en,Night on Earth,1991-12-12
Comedy,tt0404030,en,Everything Is Illuminated,2005-09-16
Drama,tt0404030,en,Everything Is Illuminated,2005-09-16
Crime,tt0489010,en,A Crime,2006-09-11
Comedy,tt0420206,de,Sommersturm,2004-09-02
Drama,tt0420206,de,Sommersturm,2004-09-02
Comedy,tt0067185,en,Harold and Maude,1971-12-20
Drama,tt0067185,en,Harold and Maude,1971-12-20
Romance,tt0067185,en,Harold and Maude,1971-12-20
Crime,tt0135790,de,Bang Boom Bang - Ein todsicheres Ding,1999-08-26
Action,tt0135790,de,Bang Boom Bang - Ein todsicheres Ding,1999-08-26
Comedy,tt0135790,de,Bang Boom Bang - Ein todsicheres Ding,1999-08-26
Drama,tt0120663,en,Eyes Wide Shut,1999-07-16
Thriller,tt0120663,en,Eyes Wide Shut,1999-07-16
Mystery,tt0120663,en,Eyes Wide Shut,1999-07-16
Action,tt0047478,ja,七人の侍,1954-04-26
Drama,tt0047478,ja,七人の侍,1954-04-26
Drama,tt0020163,de,Menschen am Sonntag,1930-02-04
Horror,tt0078748,en,Alien,1979-05-25
Science Fiction,tt0078748,en,Alien,1979-05-25
Comedy,tt0428430,fr,Crustacés et coquillages,2005-03-30
Comedy,tt0458352,en,The Devil Wears Prada,2006-06-29
Drama,tt0458352,en,The Devil Wears Prada,2006-06-29
Romance,tt0458352,en,The Devil Wears Prada,2006-06-29
Drama,tt0416213,de,Sehnsucht,2006-02-15
Drama,tt0347048,de,Gegen die Wand,2004-03-11
Romance,tt0347048,de,Gegen die Wand,2004-03-11
Action,tt0103776,en,Batman Returns,1992-06-19
Fantasy,tt0103776,en,Batman Returns,1992-06-19
Horror,tt0087800,en,A Nightmare on Elm Street,1984-11-09
Comedy,tt0093822,en,Raising Arizona,1987-03-01
Crime,tt0093822,en,Raising Arizona,1987-03-01
Drama,tt0100150,en,Miller's Crossing,1990-09-21
Thriller,tt0100150,en,Miller's Crossing,1990-09-21
Crime,tt0100150,en,Miller's Crossing,1990-09-21
Drama,tt0095953,en,Rain Man,1988-12-11
Crime,tt0048728,en,To Catch a Thief,1955-08-03
Thriller,tt0048728,en,To Catch a Thief,1955-08-03
Mystery,tt0048728,en,To Catch a Thief,1955-08-03
Romance,tt0048728,en,To Catch a Thief,1955-08-03
Drama,tt0089537,en,Mala Noche,1986-02-05
Drama,tt0082096,de,Das Boot,1981-09-17
History,tt0082096,de,Das Boot,1981-09-17
War,tt0082096,de,Das Boot,1981-09-17
Crime,tt0454848,en,Inside Man,2006-03-17
Drama,tt0454848,en,Inside Man,2006-03-17
Thriller,tt0454848,en,Inside Man,2006-03-17
Drama,tt0050083,en,12 Angry Men,1957-04-10
Drama,tt0110361,en,Lisbon Story,1994-12-16
Music,tt0110361,en,Lisbon Story,1994-12-16
Western,tt0058461,it,Per un pugno di dollari,1964-01-18
Comedy,tt0241303,en,Chocolat,2000-12-22
Drama,tt0241303,en,Chocolat,2000-12-22
Romance,tt0241303,en,Chocolat,2000-12-22
Action,tt0378194,en,Kill Bill: Vol. 2,2004-04-16
Crime,tt0378194,en,Kill Bill: Vol. 2,2004-04-16
Thriller,tt0378194,en,Kill Bill: Vol. 2,2004-04-16
Adventure,tt0370263,en,AVP: Alien vs. Predator,2004-08-12
Science Fiction,tt0370263,en,AVP: Alien vs. Predator,2004-08-12
Action,tt0370263,en,AVP: Alien vs. Predator,2004-08-12
Horror,tt0370263,en,AVP: Alien vs. Predator,2004-08-12
Drama,tt0061184,en,Who's Afraid of Virginia Woolf?,1966-06-22
Comedy,tt0113117,en,French Kiss,1995-05-05
Romance,tt0113117,en,French Kiss,1995-05-05
Crime,tt0379725,en,Capote,2005-09-30
Drama,tt0379725,en,Capote,2005-09-30
Drama,tt0114660,en,Things to Do in Denver When You're Dead,1995-12-01
Crime,tt0114660,en,Things to Do in Denver When You're Dead,1995-12-01
Comedy,tt0333766,en,Garden State,2004-07-28
Drama,tt0333766,en,Garden State,2004-07-28
Romance,tt0333766,en,Garden State,2004-07-28
Thriller,tt0103772,en,Basic Instinct,1992-03-20
Mystery,tt0103772,en,Basic Instinct,1992-03-20
Drama,tt0097239,en,Driving Miss Daisy,1989-12-13
Drama,tt0166896,en,The Straight Story,1999-10-15
Drama,tt0047528,it,La strada,1954-09-23
Drama,tt0113247,fr,La Haine,1995-05-31
Crime,tt0162426,de,Kurz und schmerzlos,1998-10-15
Drama,tt0162426,de,Kurz und schmerzlos,1998-10-15
Thriller,tt0162426,de,Kurz und schmerzlos,1998-10-15
Fantasy,tt0029583,en,Snow White and the Seven Dwarfs,1937-12-21
Animation,tt0029583,en,Snow White and the Seven Dwarfs,1937-12-21
Family,tt0029583,en,Snow White and the Seven Dwarfs,1937-12-21
Drama,tt0116209,en,The English Patient,1996-11-05
Romance,tt0116209,en,The English Patient,1996-11-05
War,tt0116209,en,The English Patient,1996-11-05
Comedy,tt0477877,de,Sommer vorm Balkon,2005-09-09
Drama,tt0477877,de,Sommer vorm Balkon,2005-09-09
Adventure,tt0363771,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07
Family,tt0363771,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07
Fantasy,tt0363771,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07
Action,tt0112462,en,Batman Forever,1995-06-16
Crime,tt0112462,en,Batman Forever,1995-06-16
Fantasy,tt0112462,en,Batman Forever,1995-06-16
Action,tt0118688,en,Batman & Robin,1997-06-20
Science Fiction,tt0118688,en,Batman & Robin,1997-06-20
Adventure,tt0118688,en,Batman & Robin,1997-06-20
Comedy,tt0118688,en,Batman & Robin,1997-06-20
Comedy,tt0383041,de,Vom Suchen und Finden der Liebe,2005-01-27
Romance,tt0383041,de,Vom Suchen und Finden der Liebe,2005-01-27
Drama,tt0383041,de,Vom Suchen und Finden der Liebe,2005-01-27
Music,tt0383041,de,Vom Suchen und Finden der Liebe,2005-01-27
Adventure,tt0362270,en,The Life Aquatic with Steve Zissou,2004-12-10
Comedy,tt0362270,en,The Life Aquatic with Steve Zissou,2004-12-10
Drama,tt0362270,en,The Life Aquatic with Steve Zissou,2004-12-10
Fantasy,tt0056801,it,8½,1963-02-14
Drama,tt0056801,it,8½,1963-02-14
Drama,tt0253474,en,The Pianist,2002-09-17
War,tt0253474,en,The Pianist,2002-09-17
Drama,tt0108052,en,Schindler's List,1993-12-15
History,tt0108052,en,Schindler's List,1993-12-15
War,tt0108052,en,Schindler's List,1993-12-15
Animation,tt0268380,en,Ice Age,2002-03-10
Comedy,tt0268380,en,Ice Age,2002-03-10
Family,tt0268380,en,Ice Age,2002-03-10
Adventure,tt0268380,en,Ice Age,2002-03-10
Mystery,tt0052357,en,Vertigo,1958-05-28
Romance,tt0052357,en,Vertigo,1958-05-28
Thriller,tt0052357,en,Vertigo,1958-05-28
Comedy,tt0050706,fr,Mon oncle,1958-05-10
Drama,tt0806679,de,Sommer '04,2006-10-11
Romance,tt0806679,de,Sommer '04,2006-10-11
Western,tt0060196,it,"Il buono, il brutto, il cattivo",1966-12-23
Comedy,tt0055256,en,"One, Two, Three",1961-12-15
Thriller,tt0123755,en,Cube,1997-09-09
Science Fiction,tt0123755,en,Cube,1997-09-09
Mystery,tt0123755,en,Cube,1997-09-09
Comedy,tt0058331,en,Mary Poppins,1964-12-17
Family,tt0058331,en,Mary Poppins,1964-12-17
Fantasy,tt0058331,en,Mary Poppins,1964-12-17
Drama,tt0475317,de,Knallhart,2006-03-09
Thriller,tt0475317,de,Knallhart,2006-03-09
Action,tt0319262,en,The Day After Tomorrow,2004-05-26
Adventure,tt0319262,en,The Day After Tomorrow,2004-05-26
Science Fiction,tt0319262,en,The Day After Tomorrow,2004-05-26
Thriller,tt0319262,en,The Day After Tomorrow,2004-05-26
Drama,tt0390221,es,"María, llena eres de gracia",2004-01-18
Thriller,tt0390221,es,"María, llena eres de gracia",2004-01-18
Crime,tt0390221,es,"María, llena eres de gracia",2004-01-18
Thriller,tt0285492,en,Cube 2: Hypercube,2002-04-15
Science Fiction,tt0285492,en,Cube 2: Hypercube,2002-04-15
Mystery,tt0285492,en,Cube 2: Hypercube,2002-04-15
Mystery,tt0377713,en,Cube Zero,2004-10-10
Science Fiction,tt0377713,en,Cube Zero,2004-10-10
Thriller,tt0377713,en,Cube Zero,2004-10-10
Comedy,tt0053779,it,La dolce vita,1960-02-05
Drama,tt0053779,it,La dolce vita,1960-02-05
Fantasy,tt0758730,en,Aliens vs Predator: Requiem,2007-12-25
Action,tt0758730,en,Aliens vs Predator: Requiem,2007-12-25
Science Fiction,tt0758730,en,Aliens vs Predator: Requiem,2007-12-25
Thriller,tt0758730,en,Aliens vs Predator: Requiem,2007-12-25
Horror,tt0758730,en,Aliens vs Predator: Requiem,2007-12-25
Drama,tt0219822,en,Human Nature,2001-09-12
Comedy,tt0219822,en,Human Nature,2001-09-12
Comedy,tt0314524,sv,Populärmusik från Vittula,2004-10-01
Drama,tt0314524,sv,Populärmusik från Vittula,2004-10-01
Mystery,tt0387898,fr,Caché,2005-10-05
Drama,tt0387898,fr,Caché,2005-10-05
Thriller,tt0387898,fr,Caché,2005-10-05
Drama,tt0351238,de,Lichter,2003-02-11
Drama,tt0113627,en,Leaving Las Vegas,1995-10-27
Romance,tt0113627,en,Leaving Las Vegas,1995-10-27
Drama,tt0154421,da,Idioterne,1998-04-28
Comedy,tt0154421,da,Idioterne,1998-04-28
Drama,tt0268978,en,A Beautiful Mind,2001-12-11
Romance,tt0268978,en,A Beautiful Mind,2001-12-11
Drama,tt0117509,en,Romeo + Juliet,1996-11-01
Romance,tt0117509,en,Romeo + Juliet,1996-11-01
